VOUCHERID,VOUCHERCODE,VENDOR,VALIDFROM,VALIDTO,PRESENTATIONS,VOUCHERTYPE,CATEGORYCODE,CREDITTIMEMINUTES,RETURNEDFEE,TARIFFCODE
3797,OV11FZIGL1AP9,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
3800,OVMN4F3X58JZ3,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
4074,OXLSGMQ4UIG9L,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
4028,P0SD4EENQD3WE,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3867,P2725LDEOP5MY,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3799,P62R4PIC85TVB,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3844,P86JB08P4EFW2,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
3902,P940G5KRKCU4B,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
4052,PC075RJVV80SI,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
4010,PH5ZO0A3K24JR,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3892,PI7NEBYXV9XMN,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3821,PNQD9D2C0J266,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3740,PP9WV6PY2JNTE,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3746,PPQ3E04AB8PMX,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3763,PTXDSNT1L72P0,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3961,PU6EYOKBVIH3H,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3779,PUVLC2QGL988E,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
4082,Q42IIV1M905JM,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
4048,QDEWERKZKVIME,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
4056,QHCZJE332QQ1U,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3859,QLLP5WSMIX5U2,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3931,QOS7X3BPDOR4L,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3854,QV3KUDCWX4MNT,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
3880,QVMQ1KTBE2CZU,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
4064,QXFBS4T9ECUN8,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3855,QXYGU2SXVQETB,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
4039,R1ON8KPGY1KCG,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
4001,R4AQFIK5D80YU,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
4029,R524I8WR6HLL1,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3865,R5L77291RGCV9,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3953,RA64Y4CS8WYT8,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3898,RBHOVWRJVGQ1L,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3957,RFP0RZBS7JCGK,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3994,RHCIWHBXB3T1O,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
3874,RO87VWW6RFMWZ,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
4063,RP5B3USV78LA6,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
4053,RSOT3KTJZ2WDC,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3922,RTSUHBT9WOK4Q,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3929,RWKNBY56W1HJJ,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3919,RXVHFRWQ8BI1S,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
4030,S6MSW5J12X1X9,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3753,S9V3TKT1LS7RM,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3745,SC0PPX06X4SH0,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3876,SEVU11KU9BCGH,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3869,SG5HE7OGNG3ZL,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3871,SIQGPMKN37IGL,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3997,SMFSLQ25H549Y,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
4073,SPJCRE9H0FBBJ,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
3945,SRF3I636OM8BC,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3852,SU7ZYQN582X7N,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
3940,SW99SNUV657QC,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3813,SYPM9VJU6DWJR,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3857,T41AY42PNNOW8,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
4091,T5W9LHGG98D7Q,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
3885,T72EZ7BV9NSI6,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
4024,T88K7S15O3ZIC,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
4023,TGBSKEDGMXXO9,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3918,TJJKS3VLMSSNS,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
4057,TQHG0OJ1R1VTX,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3831,TRTY5IOKYFQ7G,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
4019,TWA8H0T0KPSK4,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3766,TX71JL0FT9JSW,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3950,TXYLT8I8O8Q9Q,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
4035,U66M6267NF6FH,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3757,U83V8HI0JLMFK,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3807,U8ZCUZ2LGQMAV,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3978,U9L3CF5608B7E,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3993,UFATJ793EJ8H8,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
3802,UG6DN5OEJJTSW,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
4060,UKM9PRGW4WXS0,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3917,UNAJWM4EQ78F8,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3891,UQTP3J1E2WDRE,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
4087,UUJH07KTFD88U,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
3784,UV7LPNL9RUEV0,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
3942,V6CFTO87T81QI,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3791,VAMEBPEFHIGIW,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
4025,VCA4ZIYQQE4GT,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
4076,VE2L5PZ6XZQKQ,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
4078,VHQWOEC70MCJN,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
3879,VMFYXMHJK69SY,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
4006,VNUSYXI5PIXWG,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
3947,VP4CLONO9Q9K4,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3776,W15XJ2EI3HJ02,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
3904,W2TVPIFD95QKB,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3804,W4ADJ8T7VX01V,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3836,WAZHHC6UE72OE,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
3926,WJ53X03BLWUKP,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3984,WR2MY8YW4AMF9,St Barts,2026-09-19T00:00:00,2026-09-25T00:00:00,1,Category,2,,,
3864,WT86JRA689QYM,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3824,WX3WGSHKOC7YW,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3973,XB6EMKSFHWEMY,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3750,XPED6T5N7DJ6L,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3878,XRRKRHT3DRK7N,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
3853,XSGG93BD2TAYQ,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
4017,XTBXSJQH0P56W,St Barts,2026-09-20T00:00:00,2026-09-26T00:00:00,1,Category,2,,,
3894,XVW87SDI75QK9,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3935,XY5C78SVX51BJ,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3811,Y2DQRX73WXMBY,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3913,Y3OKYF3CEPCXS,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
4090,YFQVMCHHWPVCC,St Barts,2026-09-22T00:00:00,2026-09-28T00:00:00,1,Category,2,,,
3841,YGR8JJ3B2344C,St Barts,2026-09-14T00:00:00,2026-09-20T00:00:00,1,Category,2,,,
3803,YHQT7T1BDKIR0,St Barts,2026-09-13T00:00:00,2026-09-19T00:00:00,1,Category,2,,,
3954,YRVN6VNB0TG3F,St Barts,2026-09-18T00:00:00,2026-09-24T00:00:00,1,Category,2,,,
3783,YSZNWAB969ZNF,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
3925,YXJGLONO1NKPD,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3875,YZOOQC0JG60O1,St Barts,2026-09-15T00:00:00,2026-09-21T00:00:00,1,Category,2,,,
4054,Z2F3OHCBL19KC,St Barts,2026-09-21T00:00:00,2026-09-27T00:00:00,1,Category,2,,,
3937,Z5P5QJOJPMBGT,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3915,Z6D8RTOJAEUBF,St Barts,2026-09-16T00:00:00,2026-09-22T00:00:00,1,Category,2,,,
3924,Z6PL9RIJJMHQL,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3756,ZMYJLB589VGIC,St Barts,2026-09-11T00:00:00,2026-09-17T00:00:00,1,Category,2,,,
3930,ZPLP7ILCORIME,St Barts,2026-09-17T00:00:00,2026-09-23T00:00:00,1,Category,2,,,
3796,ZWFJW7HYY9A30,St Barts,2026-09-12T00:00:00,2026-09-18T00:00:00,1,Category,2,,,
4124,8GGTSMFBKFYUL,St Barts,2026-09-16T00:00:00,2026-09-19T00:00:00,1,Category,3,,,
4125,JOPYLUZR2PGJI,St Barts,2026-09-15T00:00:00,2026-09-19T00:00:00,1,Category,3,,,
